|,|__District,|__Data__deployment_id,|__Data__dtime_start,|__Data__dtime_end,|__Data__value,|__Total_Schools
School_Impacts,Jasikan,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Kadjebi,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Nkwanta South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Krachi Nchumuru,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Nkwanta North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Krachi West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Biakoye,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Krachi East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Dormaa West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Banda,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Jaman South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Sunyani Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,3
,Jaman North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Berekum,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Dormaa East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Wenchi,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Sunyani West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Tain,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Dormaa Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Asutifi South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Asutifi North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Asunafo South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Asunafo North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,5
,Tano South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Tano North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,North Tongu,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Akatsi South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,South Tongu,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Agotime Ziope,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Adaklu,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Ho West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Akatsi North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Ketu South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,4
,South Dayi,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Kpando Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,North Dayi,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Central Tongu,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Afadzato South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Ketu North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Ho Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Hohoe Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Keta Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Asante Akim South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Sekyere Central,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Sekyere Afram Plains North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Asante Akim North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Offinso Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Sekyere Kumawu,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Ahafo Ano North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Sekyere South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Asokore Mampong Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Kwabre,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Amansie Central,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Ejisu Juaben,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Bosome Freho,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Obuasi Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Mampong Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Atwima Kwanwoma,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Kma,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,27
,Asante Akim Central Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Amansie West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Ahafo Ano South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Ejura Sekye Dumase,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Adansi South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Atwima Mponua,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Adansi North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Atwima Nwabiagya,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Bekwai Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Bosomtwe / Atwima / Kwanwoma,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Afigya Kwabre,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Offinso North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Sekyere East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Cape Coast Metro,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,2,4
,Agona East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Upper Denkyira West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Twifo Ati-Morkwa,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Awutu Senya East Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Ajumako / Enyan / Esiam,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Gomoa West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Abura / Asebu / Kwamankese,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Asikuma / Odoben / Brakwa,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Agona West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Twifo Lower Denkyira,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Upper Denkyira East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Awutu Senya West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Komenda Edna Eguafo / Abirem,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Assin South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Assin North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Mfantsiman,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Effutu,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,3
,Ekumfi,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Gomoa East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Akwapem South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Lower Manya,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Kwahu East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Nsawam Adoagyiri,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Kwahu Afram Plains South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Denkyembour,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Kwahu Afram Plains North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,3
,Kwaebibirem,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,3
,Yilo Krobo,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Asuogyaman,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Upper West Akim,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Birim Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,0
,Akwapem North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Akyem Mansa,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Kwahu South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,New Juaben Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,8
,Fanteakwa,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,West Akim,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Upper Manya,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Birim North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Ayensuano,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,East Akim,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,0
,Suhum Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Birim South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Atiwa,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Kwahu West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Sekondi Takoradi,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,3
,Mpohor,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,0
,Jomoro,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Shama,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Ahanta West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,1
,Wassa East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Nzema East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Wassa Amenfi Central,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Wassa Amenfi East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Prestea / Huni Valley,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Wassa Amenfi West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Ellembelle,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Tarkwa Nsuaem,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Nanumba North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Karaga,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Kpandai,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Savelugu Nanton,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,2
,Sagnerigu,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Zabzugu,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Tatale,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Tamale North Sub Metro,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,5
,Gushiegu,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Kumbumgu,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Tolon,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Saboba,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Yendi Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,2
,Nanumba South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Mion,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Gonja Central,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,East Gonja,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,West Gonja,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,4
,North Gonja,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Sawla / Tuna / Kalba,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Bole,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Sene East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,0
,Nkoranza North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Sene West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Atebubu Amantin,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Pru,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Techiman Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Techiman North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Kintampo South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Kintampo North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Nkoranza South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,West Mamprusi,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Mamprusi East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Chereponi,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Bunkpurugu Yonyo,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Mamprugu Moagduri,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Nabdam,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Garu Tempane,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,3
,Kasena Nankana West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Bolgatanga Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,2,6
,Talensi,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,1
,Bawku West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Pusiga,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Bongo,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Bawku Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Builsa South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Builsa North,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,0
,Kasena Nankana East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Binduri,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Lawra,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Jirapa,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Nandom,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Sissala East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Wa East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Nadowli / Kaleo,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Daffiama Bussie,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Sissala  West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Wa Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,3
,Lambussie Karni,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Wa West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Ga West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,3
,Ga Central Municipal,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Ledzokuku / Krowor,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Ada West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Ashaiman,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,4
,Shai Osu Doku,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Kpone Katamanso,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Tema Metropolis,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,6
,La Nkwantanang Madina,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,2
,Ga South,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,2
,Ningo Prampram,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Ga East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,1,7
,Adenta,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Ada East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,3
,La Dade Kotopon,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,2,2
,Accra Metropolis,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,2,23
,Bia West,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Sefwi Bibiani / Anhwiaso Bekwai,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Bodi,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Aowin,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Sefwi Akontombra,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Juabeso,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Suaman,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0
,Sefwi-Wiawso,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,1
,Bia East,Ghana_MaxFlood__20200715_20201014,7/15/20,10/14/20,0,0